암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz,관악동의보감한의원,93,한의원,110000,서울,110004,관악구,신림동,08846,"서울특별시 관악구 원신길 134, 2층 (신림동)",883-1175,,2008-08-22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9302158,37.4670813
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjEyMjIjODEjJDEjJDIjJDgz,관악우리한의원,93,한의원,110000,서울,110004,관악구,신림동,08812,"서울특별시 관악구 신림로 137, 조홍빌딩 4, 6층 (신림동)",02-887-8888,,2005-04-20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9340785,37.4711636
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzUxIyQxIyQxIyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,관악한의원,93,한의원,110000,서울,110004,관악구,봉천동,08757,"서울특별시 관악구 남부순환로 1761, 서원빌딩 3층 (봉천동)",02-882-1575,,2024-07-29,4,0,0,0,0,0,0,0,0,4,0,0,0,0,126.9459869,37.4822682
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,관자재한의원,93,한의원,110000,서울,110016,종로구,수송동,03150,"서울특별시 종로구 삼봉로 81, 212호 (수송동, 두산위브파빌리온)",02-734-3375,,1999-05-27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9815061,37.5725619
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,광개토한의원,93,한의원,110000,서울,110002,강동구,암사동,05236,"서울특별시 강동구 고덕로 131, (암사동, 강동롯데캐슬퍼스트아파트)",02-428-1441,,2008-11-11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1408189,37.556496
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz,광덕안정한의원,93,한의원,110000,서울,110019,중랑구,상봉동,02086,"서울특별시 중랑구 망우로 367, 2층 (상봉동)",02-6956-7518,,2022-11-28,2,0,0,0,0,0,0,0,0,2,0,0,0,0,127.0931623,37.5984767
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,광덕한의원,93,한의원,110000,서울,110007,동대문구,전농동,02554,"서울특별시 동대문구 왕산로 256, (전농동)",02-966-1759,http://,1973-11-19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0499086,37.5835641
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQ5IyQwMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,광동한의원,93,한의원,110000,서울,110013,영등포구,여의도동,07333,"서울특별시 영등포구 국제금융로 70, 218-221호 (여의도동, 미원빌딩)",02-780-7572,http://www.kdhaniwon.co.kr,2001-03-13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,126.9306896,37.5214962
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,광명당한의원,93,한의원,110000,서울,110007,동대문구,제기동,02570,"서울특별시 동대문구 약령중앙로 10, (제기동)",02-966-0542,,2001-04-23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0371254,37.5791311
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz,광생한의원,93,한의원,110000,서울,110017,중구,남대문로4가,04528,"서울특별시 중구 남대문시장길 25-3, 2층 (남대문로4가)",3789-0009,,2009-04-17,2,0,0,0,0,0,0,0,0,2,0,0,0,0,126.9772265,37.5604118
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,광생한의원,93,한의원,110000,서울,110023,광진구,자양동,05058,"서울특별시 광진구 자양로11길 62, 2층 (자양동)",02-3437-7007,,2001-04-17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0814367,37.5331835
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNjEjJDEjJDQjJDgz,광장한의원,93,한의원,110000,서울,110020,양천구,신월동,08028,"서울특별시 양천구 오목로 58, (신월동)",02-2698-7862,,1995-01-17,2,0,0,0,0,0,0,0,0,2,0,0,0,0,126.844079,37.5223067
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNzEjJDEjJDgjJDgz,광장한의원,93,한의원,110000,서울,110013,영등포구,당산동5가,07213,"서울특별시 영등포구 양평로 51, 2층 (당산동5가, 한일빌딩)",02-2677-0025,,2004-05-06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9007427,37.5342614
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjODEjJDEjJDYjJDgz,광제당한의원,93,한의원,110000,서울,110004,관악구,봉천동,08784,"서울특별시 관악구 남부순환로208길 10, (봉천동)",02-874-7533,,1997-10-21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9432848,37.4816914
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ4MiQzNjE0ODEjNzEjJDEjJDgjJDgz,광제한의원,93,한의원,110000,서울,110001,강남구,도곡동,06269,"서울특별시 강남구 도곡로18길 46, 105호 (도곡동)",02-544-9388,,2014-07-30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0385197,37.4882872
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz,광제한의원,93,한의원,110000,서울,110006,도봉구,창동,01454,"서울특별시 도봉구 도봉로 486, 3층 (창동)",02-2282-7510,http://,2017-06-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0351517,37.6487879
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQzIyQ4OSQyNjEwMDIjNTEjJDEjJDIjJDgz,광지한의원,93,한의원,110000,서울,110001,강남구,청담동,06072,"서울특별시 강남구 학동로97길 15, 1층 (청담동)",02-546-6045,,2016-10-06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0553016,37.5207277
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz,광진경희한의원,93,한의원,110000,서울,110023,광진구,중곡동,04953,"서울특별시 광진구 천호대로 653, (중곡동, 1층 B호 )",02-3437-6799,,2015-04-15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,127.0896679,37.5528499
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ2MiQyNjE4MzIjODEjJDEjJDIjJDgz,광진제일한의원,93,한의원,110000,서울,110023,광진구,중곡동,04953,"서울특별시 광진구 용마산로 10, 2층 (중곡동, 대붕빌딩)",458-7778,,2009-12-08,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0888569,37.5545401
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,광화문경희한의원,93,한의원,110000,서울,110016,종로구,세종로,03183,"서울특별시 종로구 세종대로23길 7, 3층 (세종로)",02-737-1025,,2016-10-31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9759492,37.5715449
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQxIyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz,광화문한의원,93,한의원,110000,서울,110016,종로구,견지동,03145,"서울특별시 종로구 인사동11길 16-1, (견지동)",02-720-8610,,2002-08-16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,126.9837907,37.5738704
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNTEjJDEjJDYjJDgz,괜찮아요한의원,93,한의원,110000,서울,110009,마포구,도화동,04157,"서울특별시 마포구 마포대로 63-8, 삼창프라자빌딩 2층 214~5,232~5,240호 (도화동)",02-707-1002,,2020-03-04,3,0,0,0,0,0,0,0,0,3,0,0,0,0,126.9477979,37.5422493
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzUxIyQxIyQxIyQ2MiQzNjEwMDIjNzEjJDEjJDgjJDgz,구구한의원,93,한의원,110000,서울,110002,강동구,명일동,05295,"서울특별시 강동구 상암로 195, (명일동, 에이플러스)",02-428-9975,,2005-11-07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.1441985,37.5466253
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzQxIyQyIyQ3IyQwMCQzNjE4MzIjNDEjJDEjJDQjJDgz,구궁당한의원,93,한의원,110000,서울,110013,영등포구,당산동3가,07257,"서울특별시 영등포구 당산로 142-1, 4층 (당산동3가)",02-2636-1359,,2005-05-24,2,0,0,0,0,0,0,0,0,1,0,0,1,0,126.8973287,37.5273266
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQxIyQzIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,구기한의원,93,한의원,110000,서울,110016,종로구,구기동,03012,"서울특별시 종로구 진흥로 452, 1층 (구기동)",02-396-9114,,2010-10-11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9582517,37.6071361
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQ5IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,구나한의원,93,한의원,110000,서울,110008,동작구,상도1동,06912,"서울특별시 동작구 강남초등길 8, 지하1~2층 (상도1동)",02-813-1619,,2021-06-07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.951913,37.5066781
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,구대한의원,93,한의원,110000,서울,110019,중랑구,망우동,02181,"서울특별시 중랑구 용마산로 502, 2층 (망우동)",02-2208-7582,,2013-04-18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1004518,37.5957658
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz,구디마리오한의원,93,한의원,110000,서울,110005,구로구,구로동,08389,"서울특별시 구로구 디지털로30길 28, 마리오타워 306호 (구로동)",02-890-6788,,2012-08-18,2,0,0,0,0,0,0,0,0,2,0,0,0,0,126.8953134,37.4821277
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzUxIyQxIyQxIyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz,구로 끗한의원,93,한의원,110000,서울,110004,관악구,신림동,08768,"서울특별시 관악구 시흥대로 552, 석천빌딩 6층 (신림동)",02-6959-6080,,2024-07-31,2,0,0,0,0,0,0,0,0,2,0,0,0,0,126.9014464,37.4821267
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxNzAyIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,구로88한의원,93,한의원,110000,서울,110005,구로구,가리봉동,08385,"서울특별시 구로구 구로동로 34, 2층 (가리봉동)",02-852-1026,,2025-08-14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.8865699,37.4847218
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzUxIyQxIyQxIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,구로경희한의원,93,한의원,110000,서울,110005,구로구,구로동,08390,"서울특별시 구로구 디지털로26길 123, 지플러스타워 2층 201호 (구로동)",02-852-9500,,2024-08-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.8977122,37.4830869
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQzIyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,구로고척케어빌한의원,93,한의원,110000,서울,110005,구로구,고척동,08241,"서울특별시 구로구 고척로 237, 3층 (고척동)",02-2686-1075,,2009-06-09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.8592988,37.5066408
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQ5IyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,구로정성한의원,93,한의원,110000,서울,110005,구로구,구로동,08311,"서울특별시 구로구 구로동로 126, 2층 (구로동)",02-866-6600,,1984-06-07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.8844937,37.4897634
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,구로한의원,93,한의원,110000,서울,110005,구로구,구로동,08311,"서울특별시 구로구 구로동로26길 36, (구로동)",02-838-6050,,1997-12-02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.8860101,37.4900324
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQzIyQxMyQzNjE0ODEjNjEjJDEjJDAjJDgz,구룡경희한의원,93,한의원,110000,서울,110001,강남구,개포동,06306,"서울특별시 강남구 개포로 223, 우덕빌딩 2층 (개포동)",02-571-5554,,2022-09-13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.0472695,37.4789525
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,구름의자한의원,93,한의원,110000,서울,110001,강남구,신사동,06031,"서울특별시 강남구 논현로 841, (신사동, 제이비 미소빌딩, 206호 일부)",02-1544-6378,,2015-11-25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.027762,37.5240297
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxNzAyIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz,구름한의원,93,한의원,110000,서울,110013,영등포구,여의도동,07238,"서울특별시 영등포구 국회대로74길 12, 국민의힘 2층 202호 (여의도동)",02-2088-3859,,2024-08-16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.921061,37.5300836
JDQ4MTg4MSM1MSMkMSMkOCMkMTMkMzgxNzAyIzExIyQxIyQzIyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,구복한의원,93,한의원,110000,서울,110012,성북구,동소문동3가,02860,"서울특별시 성북구 동소문로 34, 연진빌딩 3층 (동소문동3가)",02-928-1700,,2022-03-08,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0098925,37.5898252
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjNTEjJDEjJDYjJDgz,구산한의원,93,한의원,110000,서울,110015,은평구,갈현동,03336,"서울특별시 은평구 연서로 159, 2층 (갈현동)",02-383-0804,,1995-09-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9172444,37.6130616
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjE0ODEjNDEjJDEjJDQjJDgz,구생한의원,93,한의원,110000,서울,110003,강서구,화곡동,07741,"서울특별시 강서구 등촌로 31, (화곡동)",02-2651-9395,,1982-09-25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.8634148,37.5328493
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz,구의제세한의원,93,한의원,110000,서울,110023,광진구,구의동,05032,"서울특별시 광진구 광나루로 540, (구의동)",446-2788,,2000-03-08,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.089558,37.5446655
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,구일경희한의원,93,한의원,110000,서울,110005,구로구,구로동,08325,"서울특별시 구로구 구일로4길 46, (구로동, 현대연예인아파트)",02-865-2563,,1996-07-22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.877219,37.4927124
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,구침가한의원,93,한의원,110000,서울,110009,마포구,아현동,04116,"서울특별시 마포구 신촌로 260, (아현동)",02-393-7599,,2015-05-01,2,0,0,0,0,0,0,0,0,2,0,0,0,0,126.9545598,37.5571181
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjNzEjJDEjJDgjJDgz,구파발경희한의원,93,한의원,110000,서울,110015,은평구,진관동,03303,"서울특별시 은평구 진관4로 47, 708동 115호 (진관동,은평뉴타운상림마을)",02-355-4517,,2001-10-24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9263635,37.6462134
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNTEjJDEjJDIjJDgz,구파발이한의원,93,한의원,110000,서울,110015,은평구,진관동,03306,"서울특별시 은평구 진관2로 29-21, 309호 (진관동, 드림스퀘어)",02-383-3877,,2014-06-05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9193479,37.6357288
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,국민한의원,93,한의원,110000,서울,110006,도봉구,창동,01414,"서울특별시 도봉구 노해로 383, 3층 301호 (창동, 국민은행빌딩)",02-900-7582,,2003-03-17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0507554,37.6525879
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNjEjJDEjJDQjJDgz,국민한의원,93,한의원,110000,서울,110005,구로구,구로동,08312,"서울특별시 구로구 도림로 81, 4층 (구로동)",02-859-9575,,2020-07-20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,126.8921637,37.4902626
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNjEjJDEjJDgjJDgz,국보한의원,93,한의원,110000,서울,110001,강남구,역삼동,06241,"서울특별시 강남구 테헤란로4길 46, B117호 (역삼동, 쌍용플래티넘밸류)",02-553-5959,,2004-03-23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0304041,37.4955423
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQwMyQzNjEwMDIjNDEjJDEjJDQjJDgz,국보한의원,93,한의원,110000,서울,110021,서초구,서초동,06621,"서울특별시 서초구 강남대로53길 12, 솔라티움시티 강남 509호 (서초동)",-,,2020-06-09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0277115,37.4943933
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,국우석한의원,93,한의원,110000,서울,110002,강동구,둔촌동,05361,"서울특별시 강동구 진황도로 145, (둔촌동, KNP주상복합)",02-488-4550,,1996-03-08,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1413035,37.5331609
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ2MiQzNjEyMjIjNjEjJDEjJDQjJDgz,국중연한의원,93,한의원,110000,서울,110018,송파구,잠실동,05564,"서울특별시 송파구 석촌호수로 84, (잠실동,2층 제1호,2호)",02-420-2062,,2011-09-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0866902,37.5087861
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQ3IyQ4OSQzNjE4MzIjNDEjJDEjJDQjJDgz,국회사무처부속한의원,93,한의원,110000,서울,110013,영등포구,여의도동,07233,"서울특별시 영등포구 의사당대로 1, 국회 본청동 130호 (여의도동)",02-788-3575,,2014-01-02,2,0,0,0,0,0,0,0,0,0,0,0,2,0,126.9142029,37.531917
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzUxIyQxIyQ1IyQwMyQyNjE0ODEjNjEjJDEjJDgjJDgz,군자강한의원,93,한의원,110000,서울,110023,광진구,군자동,05002,"서울특별시 광진구 군자로 85, 2층 (군자동)",02-463-1079,,2007-07-09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0709146,37.550783
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,군자경희한의원,93,한의원,110000,서울,110023,광진구,군자동,04997,"서울특별시 광진구 능동로 281-1, 2층 (군자동, 고려빌딩)",02-461-7577,,2002-02-05,2,0,0,0,0,0,0,0,0,2,0,0,0,0,127.0780988,37.5552281
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ5MiQzNjE0ODEjNjEjJDEjJDQjJDgz,굿모닝한의원,93,한의원,110000,서울,110015,은평구,대조동,03396,"서울특별시 은평구 통일로 741, 신흥빌딩 4층 404호 (대조동)",02-356-8275,,1997-01-23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9286013,37.6114224
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz,굿센한의원,93,한의원,110000,서울,110018,송파구,잠실동,05553,"서울특별시 송파구 올림픽로 212, (잠실동, 갤러리아팰리스상가)",02-483-1282,,2015-03-30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0939713,37.5111896
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,권순종한의원,93,한의원,110000,서울,110006,도봉구,창동,01411,"서울특별시 도봉구 노해로69길 103, 202호 (창동, 동아청솔상가)",02-905-6433,,1997-03-20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.048472,37.6577017
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNTEjJDEjJDIjJDgz,권승로한의원,93,한의원,110000,서울,110018,송파구,잠실동,05501,"서울특별시 송파구 올림픽로 119, 파인애플상가 4층 B018호 (잠실동)",02-421-8686,http://barosugi.com,2009-03-16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.0842018,37.5120894
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQxMyQzNjEyMjIjODEjJDEjJDIjJDgz,권영훈한의원,93,한의원,110000,서울,110018,송파구,신천동,05510,"서울특별시 송파구 올림픽로 289, 3층 (신천동, 시그마타워)",417-4001,,1998-05-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1025391,37.5145775
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjE0ODEjNDEjJDEjJDQjJDgz,권이준한의원,93,한의원,110000,서울,110020,양천구,목동,07946,"서울특별시 양천구 목동중앙북로7가길 61, (목동, 목동리치스퀘어)",02-2652-1075,,2004-01-13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.8641902,37.5497347
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz,권일호한의원,93,한의원,110000,서울,110006,도봉구,쌍문동,01394,"서울특별시 도봉구 해등로 168, 2층 (쌍문동)",02-992-1075,,2000-04-28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.038047,37.657412
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz,권한의원,93,한의원,110000,서울,110001,강남구,신사동,06022,"서울특별시 강남구 압구정로30길 12, 2층 (신사동)",02-713-7582,,2021-05-20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0290969,37.526711
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzUxIyQxIyQxIyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz,규림한의원,93,한의원,110000,서울,110017,중구,남산동3가,04629,"서울특별시 중구 퇴계로 134, 5층 (남산동3가, 계림빌딩)",776-5575,,2009-04-09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9866088,37.5607287
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNjEjJDEjJDQjJDgz,규림한의원,93,한의원,110000,서울,110022,노원구,상계동,01751,"서울특별시 노원구 동일로 1396, 중원빌딩 9층1호 (상계동)",02-938-8975,http://skin.kyurim.com/newskin/kyurimintro/network_home.asp?bCode=B004,2007-10-10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.061325,37.6532481
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,규림한의원,93,한의원,110000,서울,110018,송파구,잠실동,05501,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 5층 22호 (잠실동)",02-415-7510,,2019-06-19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0842018,37.5120894
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzQxIyQyIyQ3IyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz,규장한의원,93,한의원,110000,서울,110012,성북구,동선동1가,02845,"서울특별시 성북구 동소문로 120, 3층 (동선동1가)",02-928-1078,https://kyujang.modoo.at/,2023-08-14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.0184118,37.5935068
